"","ID","COUNTRY_NAME","ISO2","ADMIN1","ADMIN2","SITE_NAME","SITE_CODE","LATITUDE","LONGITUDE","TEST_TYPE","INSECTICIDE_CLASS","INSECTICIDE_CONC","INSECTICIDE_INTENSITY","INSECTICIDE_TYPE","YEAR_START","VECTOR_SPECIES","STAGE_ORIGIN","MOSQUITO_NUMBER","TIME_HOLDING_POSTEXPOSURE","MORTALITY_ADJUSTED","RESISTANCE_INTENSITY","DATA_SOURCE","CITATION","CITATION_URL","DATA_CURATOR"
"52","IRInt257","Ethiopia","ET","Somali","Shebelle","Godey","IRET184",5.952,43.557,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,7.1,"N/A","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"53","IRInt258","Ethiopia","ET","Somali","Shebelle","Godey","IRET184",5.952,43.557,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,54.9,"Moderate to high intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"54","IRInt259","Ethiopia","ET","Somali","Shebelle","Godey","IRET184",5.952,43.557,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,98,"High intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"55","IRInt260","Ethiopia","ET","Oromiya","Bale","Awash","IRET171",8.174722,40.034444,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,31.1,"N/A","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"56","IRInt261","Ethiopia","ET","Oromiya","Bale","Awash","IRET171",8.174722,40.034444,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,94.1,"Moderate to high intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"57","IRInt262","Ethiopia","ET","Oromiya","Bale","Awash","IRET171",8.174722,40.034444,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,99.9,"Low intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"58","IRInt263","Ethiopia","ET","Oromiya","Bale","Awash","IRET171",8.174722,40.034444,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,43,"N/A","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"59","IRInt264","Ethiopia","ET","Oromiya","Bale","Awash","IRET171",8.174722,40.034444,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,98,"Moderate to high intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"60","IRInt265","Ethiopia","ET","Oromiya","East Shewa","Meki","IRET78",8.15,38.8167,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,72,"N/A","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"61","IRInt266","Ethiopia","ET","Oromiya","East Shewa","Meki","IRET78",8.15,38.8167,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,99.1,"Low intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"62","IRDis65","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,11,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"63","IRInt32","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,32.1,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"64","IRInt33","Côte d’Ivoire","CI","Indenie-Djuablin","Bettie","Bettie","IRCI91",6.070502,-3.420461,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,62.2,"High intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"65","IRInt270","Ethiopia","ET","Somali","Shebelle","Godey","IRET184",5.952,43.557,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,9.9,"N/A","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"66","IRInt271","Ethiopia","ET","Somali","Shebelle","Godey","IRET184",5.952,43.557,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2020,"An. stephensi","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,98,"Moderate to high intensity","Not available","Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)","https://pubmed.ncbi.nlm.nih.gov/34107943/","World Health Organization"
"67","IRDis512","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","96",24,52,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"68","IRInt272","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,92,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"69","IRInt273","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","99",24,99,"Low intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"70","IRDis513","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","93",24,16,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"71","IRInt274","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","96",24,91,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"72","IRInt275","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","95",24,98,"Low intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"73","IRDis514","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","84",24,48,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"74","IRInt276","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","87",24,84,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"75","IRInt277","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","84",24,99,"Low intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"76","IRDis515","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","89",24,16,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"77","IRInt278","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","88",24,58,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"78","IRInt279","Benin","BJ","Alibori","Kandi","Kandi","IRBJ62",11.13417,2.93861,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","96",24,100,"Low intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"79","IRDis516","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","91",24,14,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"80","IRInt280","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","91",24,86,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"81","IRInt281","Benin","BJ","Alibori","Malanville","Malanville","IRBJ82",11.85722,3.37924,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","93",24,96,"High intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"82","IRDis517","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","90",24,40,"N/A","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"83","IRInt282","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","82",24,49,"Moderate to high intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"84","IRInt283","Benin","BJ","Borgou","Parakou","Parakou","IRBJ101",9.351253,2.574577,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","96",24,73,"High intensity","Centre de Recherches Entomologiques de Cotonou","Kpanou CD et al. (2021) Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa. Malar J. 2021 Jul 27;20(1):328.","https://pubmed.ncbi.nlm.nih.gov/34315480/","World Health Organization"
"85","IRDis66","Côte d’Ivoire","CI","Gbeke","Bouake Sud","Bouake","IRCI16",7.666667,-5.0166,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,0,"N/A","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
"86","IRInt34","Côte d’Ivoire","CI","Gbeke","Bouake Sud","Bouake","IRCI16",7.666667,-5.0166,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,39.5,"Moderate to high intensity","Not available","Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide‑treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454","https://pubmed.ncbi.nlm.nih.gov/33298071/","World Health Organization"
